ticker,type,strike,expiration,bid,ask,mid,iv,ivr,delta,volume,open_interest
MSFT,CALL,590.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,CALL,595.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,CALL,600.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,CALL,605.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,CALL,610.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,CALL,615.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,CALL,620.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,CALL,625.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,CALL,630.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,CALL,635.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,CALL,640.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,CALL,645.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,CALL,650.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,CALL,655.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,270.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,280.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,290.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,300.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,310.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,320.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,325.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,330.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,335.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,340.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,345.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,350.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,355.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,360.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,365.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,370.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,375.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,380.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,385.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,390.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,395.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,400.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,405.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,410.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,415.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,420.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,425.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,430.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,435.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,440.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,442.50,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,445.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,447.50,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,450.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,452.50,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,455.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,457.50,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,460.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,462.50,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,465.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,467.50,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,470.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,472.50,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,475.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,477.50,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,480.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,482.50,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,485.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,487.50,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,490.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,492.50,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,495.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,497.50,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,500.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,502.50,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,505.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,507.50,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,510.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,512.50,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,515.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,517.50,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,520.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,522.50,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,525.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,527.50,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,530.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,532.50,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,535.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,540.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,545.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,550.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,555.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,560.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,565.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,570.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,575.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,580.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,585.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,590.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,595.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,600.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,605.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,610.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,615.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,620.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,625.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,630.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,635.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,640.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,645.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,650.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,PUT,655.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,CALL,160.00,2026-01-16,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,CALL,165.00,2026-01-16,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,CALL,170.00,2026-01-16,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,CALL,175.00,2026-01-16,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,CALL,180.00,2026-01-16,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,CALL,185.00,2026-01-16,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,CALL,190.00,2026-01-16,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,CALL,195.00,2026-01-16,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,CALL,200.00,2026-01-16,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,CALL,205.00,2026-01-16,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,CALL,210.00,2026-01-16,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,CALL,215.00,2026-01-16,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,CALL,220.00,2026-01-16,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,CALL,225.00,2026-01-16,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,CALL,230.00,2026-01-16,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
MSFT,CALL,235.00,2026-01-16,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,50.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,55.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,60.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,65.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,70.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,75.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,80.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,85.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,90.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,95.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,100.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,105.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,110.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,115.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,120.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,125.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,130.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,135.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,140.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,145.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,150.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,155.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,157.50,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,160.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,162.50,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,165.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,167.50,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,170.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,172.50,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,175.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,177.50,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,180.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,182.50,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,185.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,187.50,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,190.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,192.50,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,195.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,197.50,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,200.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,202.50,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,205.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,207.50,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,210.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,212.50,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,215.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,220.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,225.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,230.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,235.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,240.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,245.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,250.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,255.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,260.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,265.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,270.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,275.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,280.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,285.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,290.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,295.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,300.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,305.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,310.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,320.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,330.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,340.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,350.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,360.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,50.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,55.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,60.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,65.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,70.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,75.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,80.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,85.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,90.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,95.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,100.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,105.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,110.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,115.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,120.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,125.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,130.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,135.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,140.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,145.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,150.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,155.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,157.50,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,160.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,162.50,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,165.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,167.50,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,170.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,172.50,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,175.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,177.50,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,180.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,182.50,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,185.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,187.50,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,190.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,192.50,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,195.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,197.50,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,200.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,202.50,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,205.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,207.50,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,210.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,212.50,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,215.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,220.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,225.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,230.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,235.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,240.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,245.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,250.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,255.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,260.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,265.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,270.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,275.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,280.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,285.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,290.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,295.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,300.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,305.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,310.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,320.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,330.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,340.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,350.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,PUT,360.00,2026-01-09,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,0.50,2026-01-16,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,1.00,2026-01-16,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,1.50,2026-01-16,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,2.00,2026-01-16,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,2.50,2026-01-16,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,3.00,2026-01-16,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,3.50,2026-01-16,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,4.00,2026-01-16,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,4.50,2026-01-16,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,5.00,2026-01-16,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,5.50,2026-01-16,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,6.00,2026-01-16,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,7.00,2026-01-16,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,8.00,2026-01-16,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,9.00,2026-01-16,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,10.00,2026-01-16,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
NVDA,CALL,11.00,2026-01-16,0.00,0.00,0.00,0.0000,0.00,0.0000,0,0
